Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Loan_Status
390632,Short Term,709.0,1137150.0,7.0,Rent,0
96800,Short Term,710.0,278673.0,5.950381280685262,Own Home,0
99999999,Short Term,747.0,1141501.0,8.0,Home Mortgage,1
215094,Short Term,743.0,1289036.0,5.0,Rent,1
99999999,Short Term,698.0,1281455.0,8.0,Rent,1
520828,Short Term,749.0,2811240.0,4.0,Home Mortgage,1
472934,Short Term,720.0,1753111.0,10.0,Rent,1
188672,Short Term,737.0,644841.0,6.0,Rent,1
292050,Short Term,673.0,796480.0,10.0,Rent,0
217712,Short Term,716.0,782173.0,7.0,Home Mortgage,1
107404,Short Term,725.0,1191528.0,1.0,Rent,1
97812,Short Term,681.0,563160.0,2.0,Rent,0
317724,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
220154,Short Term,710.0,593218.0,4.0,Home Mortgage,1
429770,Short Term,728.0,833245.0,2.0,Rent,1
299464,Short Term,745.0,2231873.0,2.0,Home Mortgage,1
194876,Short Term,740.0,1028489.0,1.0,Rent,1
115038,Short Term,741.0,917016.0,2.0,Home Mortgage,1
392700,Long Term,698.0,1554808.0,10.0,Home Mortgage,1
499752,Long Term,714.0,1822328.0,1.0,Home Mortgage,1
357742,Long Term,721.0,2896455.0,3.0,Home Mortgage,0
657360,Long Term,645.0,2667106.0,10.0,Home Mortgage,0
538450,Long Term,1077.9915201396682,1369106.0397805213,2.0,Rent,0
130174,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
99999999,Short Term,743.0,1338645.0,5.950381280685262,Home Mortgage,1
374176,Long Term,710.0,1710741.0,2.0,Home Mortgage,1
99999999,Short Term,740.0,5172750.0,10.0,Home Mortgage,1
99999999,Long Term,696.0,1728487.0,10.0,Home Mortgage,1
759462,Long Term,706.0,7495880.0,10.0,Rent,1
222992,Long Term,709.0,547998.0,5.950381280685262,Home Mortgage,0
99902,Short Term,710.0,571995.0,10.0,Home Mortgage,1
97416,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,HaveMortgage,0
678876,Long Term,654.0,1325117.0,10.0,Home Mortgage,0
164934,Short Term,663.0,3323670.0,3.0,Home Mortgage,0
221298,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
165968,Short Term,745.0,637089.0,10.0,Rent,1
54736,Short Term,745.0,1285920.0,1.0,Rent,1
99999999,Short Term,738.0,501068.0,5.0,Own Home,1
387266,Long Term,734.0,955605.0,5.0,Rent,0
172810,Short Term,750.0,1399217.0,1.0,Home Mortgage,1
176660,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
219736,Short Term,1077.9915201396682,1369106.0397805213,5.0,Rent,0
388278,Long Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
309100,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
138864,Short Term,712.0,545699.0,1.0,Rent,0
166430,Short Term,697.0,735566.0,8.0,Own Home,0
601744,Long Term,718.0,2056351.0,10.0,Home Mortgage,0
560406,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,1
756756,Long Term,694.0,1811308.0,7.0,Rent,1
131692,Short Term,703.0,2123098.0,5.0,Home Mortgage,0
280060,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,1
531960,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
99999999,Long Term,651.0,2642406.0,7.0,Rent,1
343486,Long Term,722.0,1464653.0,1.0,Home Mortgage,0
99999999,Long Term,666.0,1758317.0,2.0,Home Mortgage,1
211046,Short Term,728.0,559132.0,4.0,Rent,1
513986,Long Term,710.0,2200219.0,3.0,Home Mortgage,0
67496,Short Term,716.0,291422.0,3.0,Own Home,1
99999999,Short Term,738.0,2275440.0,10.0,Rent,1
267278,Long Term,673.0,1288789.0,10.0,Home Mortgage,1
223762,Short Term,744.0,836190.0,1.0,Rent,1
324324,Long Term,719.0,1717942.0,2.0,Home Mortgage,1
99999999,Short Term,728.0,778164.0,3.0,Rent,1
193138,Short Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,0
161414,Short Term,732.0,968050.0,1.0,Home Mortgage,1
148258,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,1
532818,Long Term,681.0,1182598.0,3.0,Home Mortgage,1
335456,Long Term,654.0,967290.0,8.0,Home Mortgage,1
564982,Short Term,702.0,1161774.0,10.0,Home Mortgage,0
99999999,Short Term,742.0,972040.0,10.0,Rent,1
218944,Long Term,1077.9915201396682,1369106.0397805213,4.0,Home Mortgage,1
150238,Short Term,715.0,1723433.0,10.0,Rent,1
220418,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
213862,Short Term,748.0,568290.0,1.0,Own Home,1
306130,Long Term,1077.9915201396682,1369106.0397805213,7.0,Rent,1
355652,Short Term,739.0,1439820.0,6.0,Home Mortgage,1
783244,Long Term,668.0,1352876.0,5.0,Home Mortgage,0
786412,Short Term,723.0,3661851.0,9.0,Rent,1
99999999,Long Term,731.0,1783131.0,10.0,Rent,1
99999999,Short Term,740.0,668876.0,2.0,Rent,1
370040,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
99999999,Short Term,704.0,1835381.0,10.0,Home Mortgage,1
88572,Short Term,700.0,630439.0,1.0,Rent,0
65538,Short Term,694.0,566067.0,1.0,Rent,1
309518,Short Term,742.0,763724.0,2.0,Home Mortgage,1
405856,Short Term,702.0,1313185.0,10.0,Home Mortgage,0
261910,Short Term,7260.0,1017887.0,2.0,Rent,0
133672,Short Term,722.0,2270253.0,10.0,Home Mortgage,1
247720,Short Term,7250.0,892943.0,1.0,Rent,0
243540,Short Term,723.0,1643918.0,7.0,Home Mortgage,1
41118,Short Term,665.0,1869030.0,10.0,Home Mortgage,1
349932,Short Term,738.0,1775455.0,5.0,Home Mortgage,1
410696,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,0
264946,Long Term,694.0,1125028.0,10.0,Rent,0
133408,Short Term,746.0,928663.0,9.0,Home Mortgage,1
216018,Short Term,727.0,1399217.0,9.0,Home Mortgage,1
298958,Short Term,721.0,860643.0,5.950381280685262,Own Home,1
244002,Long Term,676.0,470402.0,10.0,Home Mortgage,1
25784,Short Term,733.0,1923275.0,3.0,Rent,1
220418,Short Term,739.0,1313489.0,10.0,Home Mortgage,1
268752,Short Term,7290.0,1740780.0,10.0,Rent,0
193072,Short Term,697.0,2408497.0,9.0,Home Mortgage,1
62832,Short Term,734.0,930145.0,2.0,Home Mortgage,1
109472,Short Term,726.0,578341.0,1.0,Own Home,0
398024,Short Term,690.0,956688.0,3.0,Rent,0
644754,Long Term,1077.9915201396682,1369106.0397805213,3.0,Home Mortgage,0
428780,Short Term,739.0,1223524.0,10.0,Home Mortgage,1
257752,Short Term,7400.0,649249.0,3.0,Rent,0
189046,Short Term,1077.9915201396682,1369106.0397805213,7.0,Rent,0
335346,Short Term,731.0,1158468.0,10.0,Rent,1
307626,Long Term,703.0,2960447.0,10.0,Home Mortgage,1
137324,Short Term,732.0,1185961.0,10.0,Home Mortgage,1
454520,Long Term,735.0,1308454.0,3.0,Home Mortgage,1
352660,Long Term,1077.9915201396682,1369106.0397805213,2.0,Own Home,1
290752,Long Term,1077.9915201396682,1369106.0397805213,7.0,Rent,0
390500,Short Term,746.0,1686231.0,7.0,Home Mortgage,1
343596,Long Term,664.0,927295.0,8.0,Home Mortgage,1
99999999,Short Term,741.0,786353.0,2.0,Home Mortgage,1
113608,Short Term,679.0,505362.0,3.0,Rent,0
108460,Short Term,688.0,1701051.0,2.0,Rent,0
613052,Long Term,713.0,1701792.0,6.0,Home Mortgage,1
266244,Long Term,712.0,823954.0,10.0,Rent,1
99999999,Short Term,739.0,3824320.0,4.0,Home Mortgage,1
108658,Short Term,700.0,882018.0,8.0,Home Mortgage,0
329714,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
270710,Short Term,723.0,970140.0,2.0,Rent,1
109428,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Home Mortgage,0
528836,Long Term,716.0,2569104.0,7.0,Home Mortgage,1
86812,Short Term,738.0,449806.0,1.0,Rent,1
108350,Short Term,742.0,3742620.0,10.0,Home Mortgage,0
222970,Short Term,737.0,1136143.0,8.0,Home Mortgage,1
86592,Short Term,725.0,493525.0,1.0,Rent,1
131010,Long Term,741.0,588354.0,10.0,Rent,1
178640,Short Term,746.0,694260.0,3.0,Rent,1
484484,Short Term,695.0,1331330.0,1.0,Rent,0
99999999,Short Term,747.0,673303.0,5.950381280685262,Own Home,1
346742,Short Term,1077.9915201396682,1369106.0397805213,8.0,Home Mortgage,0
131868,Short Term,744.0,759240.0,10.0,Rent,1
535964,Long Term,720.0,1658681.0,10.0,Home Mortgage,1
291478,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,0
261404,Long Term,1077.9915201396682,1369106.0397805213,8.0,Rent,0
613118,Short Term,621.0,1724972.0,8.0,Home Mortgage,0
86988,Long Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,1
285164,Short Term,699.0,1672893.0,10.0,Home Mortgage,0
779174,Short Term,718.0,1997584.0,10.0,Home Mortgage,0
322080,Short Term,7390.0,1352211.0,10.0,Home Mortgage,0
237644,Short Term,715.0,1368266.0,10.0,Home Mortgage,1
182424,Short Term,712.0,667242.0,2.0,Rent,1
350988,Long Term,716.0,1098808.0,1.0,Rent,1
174636,Short Term,746.0,754148.0,2.0,Rent,1
392436,Long Term,625.0,837900.0,10.0,Rent,0
88308,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
392348,Short Term,746.0,1161774.0,1.0,Home Mortgage,1
442552,Short Term,715.0,917282.0,10.0,Own Home,0
171886,Short Term,1077.9915201396682,1369106.0397805213,4.0,Rent,1
33572,Short Term,691.0,7190284.0,9.0,Rent,1
22132,Short Term,1077.9915201396682,1369106.0397805213,7.0,Own Home,1
94842,Short Term,747.0,513874.0,5.0,Home Mortgage,1
360250,Long Term,656.0,742976.0,5.950381280685262,Home Mortgage,0
99999999,Long Term,626.0,2248764.0,5.950381280685262,Home Mortgage,1
247852,Long Term,717.0,668933.0,1.0,Rent,0
207724,Short Term,674.0,1121190.0,10.0,Rent,0
99999999,Short Term,746.0,2019738.0,5.950381280685262,Rent,1
330638,Short Term,730.0,666273.0,3.0,Home Mortgage,0
64790,Short Term,711.0,895318.0,10.0,Home Mortgage,0
769626,Short Term,707.0,1804107.0,10.0,Own Home,1
327008,Short Term,674.0,1506168.0,7.0,Rent,0
471130,Short Term,724.0,2234628.0,4.0,Rent,1
44748,Short Term,731.0,445151.0,2.0,Rent,0
436656,Short Term,718.0,2708013.0,6.0,Home Mortgage,1
99999999,Long Term,699.0,1327739.0,3.0,Home Mortgage,1
214258,Short Term,719.0,514653.0,5.950381280685262,Own Home,1
77946,Long Term,740.0,1308986.0,10.0,Home Mortgage,1
567622,Long Term,687.0,1226735.0,1.0,Rent,0
374374,Long Term,741.0,1711710.0,10.0,Home Mortgage,1
99999999,Short Term,701.0,1214290.0,10.0,Rent,1
472076,Long Term,704.0,1237508.0,2.0,Home Mortgage,0
449460,Long Term,678.0,2523105.0,10.0,Rent,1
174350,Short Term,702.0,301758.0,5.950381280685262,Rent,1
99999999,Long Term,650.0,1147524.0,1.0,Rent,1
99999999,Short Term,709.0,648774.0,1.0,Rent,1
99999999,Short Term,733.0,605017.0,1.0,Rent,1
324522,Long Term,740.0,1494768.0,7.0,Home Mortgage,1
224950,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
71214,Short Term,693.0,1345295.0,1.0,Rent,1
229878,Short Term,708.0,727130.0,4.0,Rent,1
215468,Short Term,737.0,1009888.0,6.0,Home Mortgage,1
374902,Short Term,1077.9915201396682,1369106.0397805213,3.0,Home Mortgage,1
99999999,Short Term,718.0,1665027.0,8.0,Rent,1
772706,Short Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,0
404404,Long Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
39842,Short Term,710.0,2026293.0,10.0,Home Mortgage,1
526834,Short Term,1077.9915201396682,1369106.0397805213,7.0,Home Mortgage,1
132594,Short Term,729.0,668002.0,4.0,Rent,0
401830,Short Term,746.0,783294.0,10.0,Home Mortgage,1
532642,Long Term,658.0,1341704.0,7.0,Home Mortgage,0
698962,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
553080,Short Term,734.0,1241916.0,2.0,Own Home,1
318560,Short Term,745.0,1707606.0,9.0,Rent,1
479490,Long Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,0
323312,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
243232,Short Term,702.0,584060.0,3.0,Own Home,1
187594,Short Term,736.0,1143648.0,3.0,Rent,1
175890,Short Term,724.0,1993803.0,8.0,Home Mortgage,1
395516,Long Term,1077.9915201396682,1369106.0397805213,7.0,Rent,0
313214,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
769846,Short Term,745.0,8548290.0,7.0,Own Home,1
110396,Short Term,702.0,2379503.0,1.0,Rent,0
405702,Long Term,686.0,1070612.0,9.0,Home Mortgage,0
297000,Short Term,701.0,1193865.0,10.0,Rent,0
531322,Long Term,621.0,1873723.0,6.0,Rent,0
111056,Short Term,7490.0,623371.0,3.0,Own Home,0
217118,Short Term,724.0,3108267.0,10.0,Rent,0
150832,Short Term,746.0,1972504.0,4.0,Home Mortgage,1
128854,Short Term,742.0,945839.0,7.0,Home Mortgage,1
630542,Long Term,701.0,2149052.0,10.0,Home Mortgage,0
237314,Short Term,1077.9915201396682,1369106.0397805213,5.0,Rent,1
123706,Short Term,741.0,776948.0,10.0,Own Home,1
196878,Short Term,735.0,1039053.0,1.0,Home Mortgage,1
431376,Long Term,1077.9915201396682,1369106.0397805213,2.0,Rent,0
189596,Short Term,1077.9915201396682,1369106.0397805213,4.0,Rent,1
269060,Short Term,693.0,1065064.0,5.950381280685262,Rent,1
290488,Long Term,725.0,733343.0,5.0,Home Mortgage,0
109472,Short Term,736.0,850896.0,10.0,Rent,1
224026,Short Term,696.0,1160862.0,10.0,Rent,0
326722,Short Term,700.0,576840.0,4.0,Home Mortgage,1
108350,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
107382,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,0
283030,Short Term,696.0,1948127.0,10.0,Own Home,1
99999999,Short Term,737.0,679839.0,1.0,Rent,1
151866,Short Term,744.0,543400.0,10.0,Rent,1
99999999,Short Term,719.0,544920.0,1.0,Rent,1
109846,Short Term,727.0,850687.0,2.0,Rent,1
284856,Long Term,732.0,768816.0,2.0,Home Mortgage,1
112750,Long Term,697.0,1871367.0,1.0,Home Mortgage,1
350130,Long Term,717.0,955263.0,6.0,Rent,0
670978,Long Term,678.0,1159532.0,1.0,Home Mortgage,1
608278,Long Term,747.0,2510755.0,3.0,Home Mortgage,1
99999999,Short Term,707.0,574332.0,1.0,Rent,1
99999999,Short Term,645.0,474392.0,6.0,Rent,1
125576,Short Term,711.0,377226.0,8.0,Rent,0
106964,Short Term,713.0,700074.0,3.0,Home Mortgage,1
534380,Long Term,676.0,1730691.0,1.0,Home Mortgage,1
366564,Short Term,726.0,1108042.0,3.0,Home Mortgage,1
456676,Long Term,665.0,2371257.0,10.0,Home Mortgage,1
666138,Long Term,628.0,1668371.0,10.0,Rent,0
129976,Short Term,748.0,1216114.0,4.0,Rent,1
479644,Long Term,660.0,1641486.0,10.0,Home Mortgage,0
99999999,Short Term,738.0,1762364.0,9.0,Home Mortgage,1
108152,Short Term,747.0,336224.0,4.0,Own Home,0
208340,Short Term,725.0,937175.0,4.0,Home Mortgage,0
225632,Short Term,699.0,734996.0,10.0,Own Home,0
90024,Short Term,692.0,583167.0,10.0,Rent,1
443784,Long Term,725.0,1015664.0,9.0,Rent,1
99999999,Long Term,734.0,1346093.0,1.0,Rent,1
96976,Short Term,722.0,695666.0,1.0,Home Mortgage,1
464464,Short Term,743.0,1002820.0,10.0,Home Mortgage,1
99999999,Short Term,736.0,1223277.0,1.0,Rent,1
104236,Short Term,747.0,1125294.0,1.0,Rent,1
330968,Short Term,737.0,1543465.0,10.0,Own Home,1
543334,Long Term,646.0,1070688.0,5.0,Rent,0
30822,Short Term,713.0,361209.0,1.0,Rent,1
337986,Short Term,743.0,953534.0,9.0,Home Mortgage,1
108702,Short Term,729.0,1839846.0,1.0,Rent,1
328416,Short Term,724.0,1266882.0,6.0,Own Home,1
365750,Short Term,707.0,930430.0,1.0,Rent,1
89804,Short Term,716.0,775504.0,6.0,Rent,0
202114,Short Term,718.0,946105.0,3.0,Rent,1
449812,Short Term,734.0,1553896.0,8.0,Home Mortgage,1
177892,Short Term,718.0,575244.0,5.0,Rent,1
99999999,Short Term,740.0,1227970.0,5.0,Rent,1
186516,Short Term,702.0,663271.0,7.0,Rent,0
86438,Short Term,714.0,3334671.0,10.0,Rent,1
295614,Short Term,722.0,732184.0,7.0,Home Mortgage,1
39380,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
97966,Short Term,1077.9915201396682,1369106.0397805213,2.0,Rent,1
449944,Short Term,742.0,1942940.0,7.0,Home Mortgage,1
763994,Short Term,1077.9915201396682,1369106.0397805213,8.0,Home Mortgage,1
183810,Short Term,743.0,755972.0,3.0,Home Mortgage,1
99999999,Long Term,664.0,2684738.0,10.0,Home Mortgage,1
99999999,Short Term,709.0,4491258.0,10.0,Rent,1
195382,Short Term,7080.0,1235874.0,1.0,Rent,0
762850,Long Term,728.0,1182959.0,10.0,Home Mortgage,1
169532,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Home Mortgage,0
133804,Short Term,1077.9915201396682,1369106.0397805213,6.0,Home Mortgage,1
130834,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,1
218878,Short Term,739.0,1512248.0,1.0,Rent,1
774400,Short Term,713.0,2331205.0,4.0,Home Mortgage,0
394328,Short Term,721.0,1513616.0,4.0,Rent,1
440000,Long Term,7390.0,1841138.0,10.0,Rent,0
429858,Short Term,1077.9915201396682,1369106.0397805213,6.0,Rent,1
433752,Long Term,7230.0,842859.0,2.0,Own Home,0
586058,Long Term,625.0,1297814.0,5.0,Home Mortgage,1
99999999,Short Term,746.0,1526992.0,2.0,Rent,1
445104,Short Term,672.0,2104630.0,10.0,Home Mortgage,1
189354,Short Term,708.0,762812.0,5.0,Rent,0
196372,Short Term,1077.9915201396682,1369106.0397805213,5.0,Rent,1
99999999,Short Term,738.0,1204923.0,1.0,Home Mortgage,1
61666,Short Term,663.0,722874.0,7.0,Rent,0
503998,Short Term,721.0,1395075.0,5.0,Rent,1
219098,Short Term,745.0,567663.0,10.0,Rent,1
788414,Short Term,712.0,4863525.0,10.0,Rent,1
442552,Short Term,1077.9915201396682,1369106.0397805213,1.0,Rent,1
398816,Long Term,6660.0,767410.0,10.0,Own Home,0
383020,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
268532,Short Term,717.0,811718.0,10.0,Home Mortgage,1
218878,Short Term,742.0,1417742.0,1.0,Rent,1
775940,Long Term,672.0,2106093.0,10.0,Home Mortgage,1
193776,Short Term,1077.9915201396682,1369106.0397805213,7.0,Home Mortgage,1
68090,Short Term,1077.9915201396682,1369106.0397805213,10.0,Rent,1
347292,Short Term,741.0,749816.0,8.0,Home Mortgage,1
174834,Short Term,735.0,431851.0,2.0,Rent,1
786632,Long Term,643.0,2523352.0,5.0,Rent,1
311520,Long Term,700.0,1729494.0,10.0,Own Home,1
336974,Long Term,721.0,2055211.0,10.0,Home Mortgage,1
329978,Short Term,746.0,1747829.0,5.0,Home Mortgage,1
114290,Short Term,725.0,696787.0,5.950381280685262,Own Home,1
259820,Short Term,743.0,744876.0,1.0,Home Mortgage,1
606716,Long Term,712.0,2037693.0,4.0,Rent,1
189596,Short Term,1077.9915201396682,1369106.0397805213,4.0,Rent,1
99999999,Short Term,716.0,1075742.0,10.0,Rent,1
267080,Long Term,702.0,1153338.0,1.0,Home Mortgage,0
65230,Short Term,715.0,1164092.0,10.0,Own Home,1
585332,Long Term,655.0,1018742.0,10.0,Home Mortgage,0
140118,Short Term,1077.9915201396682,1369106.0397805213,6.0,Own Home,0
284152,Long Term,721.0,1415747.0,10.0,Rent,0
751212,Long Term,676.0,3336552.0,3.0,Home Mortgage,0
717178,Long Term,697.0,2617079.0,10.0,Rent,1
760606,Short Term,684.0,2721389.0,10.0,Home Mortgage,0
395802,Long Term,674.0,1443278.0,10.0,Rent,1
43736,Short Term,717.0,849870.0,5.0,Rent,1
224576,Long Term,725.0,895128.0,2.0,Rent,0
265276,Long Term,685.0,1508448.0,10.0,Rent,1
67430,Short Term,736.0,1261676.0,2.0,Rent,1
393514,Long Term,729.0,1850277.0,10.0,Rent,1
216766,Short Term,742.0,1160691.0,3.0,Rent,1
518452,Short Term,742.0,1399217.0,8.0,Rent,1
490446,Long Term,675.0,962635.0,1.0,Rent,0
780626,Long Term,685.0,2927862.0,4.0,Home Mortgage,1
224818,Short Term,1077.9915201396682,1369106.0397805213,5.950381280685262,Home Mortgage,0
608652,Long Term,658.0,1142736.0,10.0,Own Home,0
781242,Long Term,629.0,3855480.0,10.0,Own Home,0
152636,Short Term,746.0,903982.0,5.0,Home Mortgage,1
196900,Short Term,7260.0,778449.0,10.0,Home Mortgage,0
415954,Long Term,7110.0,915458.0,1.0,Home Mortgage,0
131692,Short Term,743.0,2047288.0,4.0,Rent,1
442024,Short Term,706.0,3111250.0,10.0,Home Mortgage,1
258324,Short Term,741.0,1580287.0,10.0,Home Mortgage,1
260370,Short Term,1077.9915201396682,1369106.0397805213,2.0,Own Home,1
627638,Short Term,748.0,2174417.0,7.0,Home Mortgage,1
172348,Short Term,1077.9915201396682,1369106.0397805213,3.0,Own Home,1
223740,Short Term,700.0,985473.0,10.0,Rent,0
99999999,Short Term,726.0,1561534.0,4.0,Rent,1
167442,Short Term,1077.9915201396682,1369106.0397805213,5.0,Rent,0
437316,Long Term,722.0,1548500.0,10.0,Home Mortgage,0
262636,Short Term,748.0,659908.0,10.0,Home Mortgage,1
99999999,Short Term,724.0,953021.0,3.0,Home Mortgage,1
216436,Long Term,641.0,1682298.0,5.0,Home Mortgage,0
165792,Short Term,726.0,954560.0,10.0,Home Mortgage,1
448712,Long Term,681.0,968829.0,5.0,Home Mortgage,0
99999999,Short Term,727.0,624093.0,4.0,Home Mortgage,1
471658,Short Term,724.0,2300501.0,2.0,Home Mortgage,1
99999999,Long Term,698.0,1136390.0,2.0,Rent,1
392238,Short Term,709.0,1218204.0,10.0,Rent,1
225368,Long Term,717.0,1907429.0,10.0,Home Mortgage,1
616792,Long Term,1077.9915201396682,1369106.0397805213,4.0,Home Mortgage,0
216964,Long Term,661.0,1030579.0,2.0,Rent,0
511170,Short Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,1
476586,Short Term,723.0,879339.0,10.0,Home Mortgage,1
437008,Long Term,722.0,1415310.0,7.0,Home Mortgage,1
758296,Short Term,724.0,2058232.0,10.0,Home Mortgage,0
387882,Short Term,702.0,890321.0,3.0,Rent,1
607376,Long Term,706.0,2529090.0,2.0,Rent,1
267718,Short Term,714.0,1387285.0,10.0,Home Mortgage,1
88968,Short Term,734.0,1440827.0,2.0,Home Mortgage,1
110264,Short Term,1077.9915201396682,1369106.0397805213,3.0,Rent,1
88506,Short Term,7260.0,859883.0,1.0,Rent,0
719400,Long Term,692.0,1430852.0,10.0,Home Mortgage,0
109406,Short Term,732.0,661352.0,7.0,Rent,1
368346,Long Term,627.0,1105097.0,1.0,Home Mortgage,1
53196,Short Term,729.0,1148664.0,6.0,Home Mortgage,1
99999999,Long Term,731.0,870466.0,4.0,Rent,1
99999999,Short Term,741.0,772692.0,4.0,Home Mortgage,1
219450,Short Term,745.0,568575.0,1.0,Rent,0
276804,Short Term,742.0,1587545.0,5.0,Rent,1
190300,Short Term,699.0,1334199.0,10.0,Rent,0
99999999,Short Term,695.0,2080386.0,9.0,Home Mortgage,1
214500,Short Term,1077.9915201396682,1369106.0397805213,9.0,Rent,0
549076,Short Term,7220.0,1517416.0,10.0,Home Mortgage,0
195668,Short Term,721.0,1444380.0,1.0,Rent,1
99999999,Long Term,679.0,1005784.0,10.0,Home Mortgage,1
389378,Short Term,659.0,1345162.0,10.0,Home Mortgage,1
220902,Short Term,1077.9915201396682,1369106.0397805213,8.0,Rent,0
558030,Short Term,731.0,8096508.0,5.0,Home Mortgage,1
703582,Long Term,7000.0,1218014.0,10.0,Home Mortgage,0
393822,Short Term,665.0,1793866.0,6.0,Home Mortgage,1
99999999,Short Term,689.0,708453.0,3.0,Home Mortgage,1
449988,Short Term,748.0,2390048.0,10.0,Home Mortgage,1
218306,Short Term,720.0,856976.0,4.0,Rent,1
130042,Short Term,668.0,351044.0,1.0,Rent,1
136092,Short Term,720.0,1019540.0,10.0,Home Mortgage,1
435468,Short Term,717.0,1617166.0,8.0,Home Mortgage,1
89628,Short Term,1077.9915201396682,1369106.0397805213,10.0,Home Mortgage,1
430496,Short Term,684.0,1580116.0,1.0,Rent,1
786874,Long Term,689.0,1615570.0,7.0,Rent,0
220660,Short Term,1077.9915201396682,1369106.0397805213,2.0,Home Mortgage,1
474188,Long Term,640.0,1159038.0,10.0,Rent,0
240504,Short Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,1
343288,Short Term,733.0,858002.0,3.0,Own Home,0
261800,Short Term,731.0,1356638.0,7.0,Own Home,1
515262,Long Term,715.0,1211535.0,10.0,Home Mortgage,0
306284,Long Term,701.0,717953.0,10.0,Home Mortgage,1
99999999,Short Term,700.0,8526364.0,10.0,Own Home,1
222134,Short Term,744.0,3779309.0,5.950381280685262,Home Mortgage,1
192302,Short Term,1077.9915201396682,1369106.0397805213,5.0,Home Mortgage,1
274604,Short Term,748.0,1882140.0,3.0,Rent,1
219428,Short Term,720.0,852777.0,5.0,Rent,0
99999999,Long Term,716.0,1079542.0,10.0,Home Mortgage,1
218152,Short Term,7070.0,1168101.0,10.0,Home Mortgage,0
158378,Short Term,698.0,635227.0,4.0,Own Home,0
178354,Short Term,722.0,1636641.0,10.0,Home Mortgage,1
185548,Short Term,721.0,461966.0,1.0,Rent,1
219054,Long Term,724.0,983744.0,8.0,Own Home,1
418176,Long Term,713.0,1504800.0,10.0,Home Mortgage,0
389466,Long Term,7300.0,763344.0,5.0,Home Mortgage,0
304678,Long Term,1077.9915201396682,1369106.0397805213,2.0,Home Mortgage,0
201564,Short Term,737.0,1934200.0,10.0,Home Mortgage,1
291588,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
394702,Short Term,1077.9915201396682,1369106.0397805213,1.0,Home Mortgage,1
154506,Short Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,1
415294,Short Term,1077.9915201396682,1369106.0397805213,7.0,Rent,1
178112,Short Term,746.0,1153680.0,5.950381280685262,Own Home,1
96338,Short Term,692.0,573762.0,8.0,Home Mortgage,1
149072,Short Term,747.0,859959.0,6.0,Rent,1
149908,Long Term,6770.0,540265.0,1.0,Own Home,0
99999999,Short Term,748.0,520961.0,10.0,Home Mortgage,1
173536,Short Term,742.0,1405050.0,5.950381280685262,Home Mortgage,1
178508,Short Term,732.0,674519.0,8.0,Home Mortgage,0
231044,Short Term,744.0,1064209.0,1.0,Rent,1
445720,Long Term,1077.9915201396682,1369106.0397805213,10.0,Own Home,0
99999999,Short Term,716.0,374832.0,10.0,Own Home,1
371932,Long Term,728.0,1494008.0,10.0,Home Mortgage,0
251658,Short Term,715.0,1611219.0,2.0,Home Mortgage,1
